timestamp,host,cpu_pct,memory_pct,disk_io,network_in,network_out,error_count
2025-03-15T06:05:00Z,db-01,58.1,80.8,42418,33469,169716,0
2025-03-15T06:05:00Z,worker-01,,,,,,
2025-03-15T06:10:00Z,web-01,30.4,47.1,30317,255967,13675,0
2025-03-15T06:10:00Z,web-02,12.6,74.5,29356,16365,98633,0
2025-03-15T06:10:00Z,web-03,20.7,75.1,35007,469742,101273,0
2025-03-15T06:10:00Z,db-01,47.9,32.8,3126,446121,180935,0
2025-03-15T06:10:00Z,worker-01,,,,,,
2025-03-15T06:15:00Z,web-01,38.8,38.1,39451,65332,152516,0
2025-03-15T06:15:00Z,web-02,69.6,39.5,46024,244740,20087,0
2025-03-15T06:15:00Z,web-03,57.6,42.3,5662,252736,161270,0
2025-03-15T06:15:00Z,db-01,63.0,40.7,525,170763,181292,0
2025-03-15T06:15:00Z,worker-01,,,,,,
2025-03-15T06:20:00Z,web-01,19.2,45.0,31953,423095,162696,0
2025-03-15T06:20:00Z,web-02,42.1,57.9,5239,422828,19016,0
2025-03-15T06:20:00Z,web-03,57.9,32.4,34992,182683,221521,0
2025-03-15T06:20:00Z,db-01,67.9,63.5,26664,319912,46532,0
2025-03-15T06:20:00Z,worker-01,,,,,,
2025-03-15T06:25:00Z,web-01,38.4,32.9,26174,146510,292669,0
2025-03-15T06:25:00Z,web-02,32.8,80.1,25608,479406,223351,0
2025-03-15T06:25:00Z,web-03,11.0,58.1,13264,487961,88646,0
2025-03-15T06:25:00Z,db-01,66.7,56.7,47633,474636,200108,0
2025-03-15T06:25:00Z,worker-01,,,,,,
2025-03-15T06:30:00Z,web-01,53.4,62.8,1255,408050,288320,0
2025-03-15T06:30:00Z,web-02,14.0,36.2,1433,288126,38266,0
2025-03-15T06:30:00Z,web-03,64.9,75.8,43353,241700,155774,19
2025-03-15T06:30:00Z,db-01,67.0,30.8,7943,318563,144342,0
2025-03-15T06:30:00Z,worker-01,,,,,,
2025-03-15T06:35:00Z,web-01,39.7,79.9,9489,374943,131912,0
2025-03-15T06:35:00Z,web-02,41.9,33.1,43901,475370,124471,18
2025-03-15T06:35:00Z,web-03,48.4,83.2,20215,56184,80506,0
2025-03-15T06:35:00Z,db-01,34.9,31.7,46371,87904,276934,0
2025-03-15T06:35:00Z,worker-01,,,,,,
2025-03-15T06:40:00Z,web-01,16.5,65.8,3509,156292,12496,0
2025-03-15T06:40:00Z,web-02,50.4,44.9,18758,91657,238218,0
2025-03-15T06:40:00Z,web-03,27.4,72.9,4808,353752,155960,0
2025-03-15T06:40:00Z,db-01,47.9,80.3,8833,55609,229349,0
2025-03-15T06:40:00Z,worker-01,13.3,46.1,44408,328963,299484,0
2025-03-15T06:45:00Z,web-01,16.7,51.9,24678,256012,183497,0
2025-03-15T06:45:00Z,web-02,69.7,70.8,17666,390289,160227,0
2025-03-15T06:45:00Z,web-03,62.0,84.5,37497,315346,290781,0
2025-03-15T06:45:00Z,db-01,48.3,37.1,623,231643,101340,0
2025-03-15T06:45:00Z,worker-01,10.8,72.1,21553,68319,132953,0
2025-03-15T06:50:00Z,web-01,60.3,63.2,48037,496486,127083,0
2025-03-15T06:50:00Z,web-02,47.0,81.1,37297,6470,279177,0
2025-03-15T06:50:00Z,web-03,17.2,83.8,8724,296179,54503,0
2025-03-15T06:50:00Z,db-01,37.7,77.8,7731,497702,294650,0
2025-03-15T06:50:00Z,worker-01,26.2,46.4,17506,368719,298354,0
2025-03-15T06:55:00Z,web-01,10.6,36.5,41712,209183,115233,0
2025-03-15T06:55:00Z,web-02,69.3,78.1,10806,459443,260698,0
2025-03-15T06:55:00Z,web-03,62.9,79.6,4035,72870,78167,0
2025-03-15T06:55:00Z,db-01,31.7,77.6,49121,234704,48204,0
2025-03-15T06:55:00Z,worker-01,56.3,82.5,8950,101901,299688,0
2025-03-15T07:00:00Z,web-01,43.9,75.2,39578,211050,241398,0
2025-03-15T07:00:00Z,web-02,16.3,40.5,36754,383411,170233,0
2025-03-15T07:00:00Z,web-03,18.8,74.8,24606,385476,289759,0
2025-03-15T07:00:00Z,db-01,32.0,77.5,31529,461372,248565,0
2025-03-15T07:00:00Z,worker-01,35.2,71.0,4077,430188,27636,0
2025-03-15T07:05:00Z,web-01,36.8,54.2,27137,442891,31760,0
2025-03-15T07:05:00Z,web-02,24.5,40.3,30579,326493,259442,0
2025-03-15T07:05:00Z,web-03,14.8,36.1,37870,16351,123182,0
2025-03-15T07:05:00Z,db-01,19.9,59.1,14544,123451,143473,0
2025-03-15T07:05:00Z,worker-01,47.1,45.3,14463,184694,225430,0
2025-03-15T07:10:00Z,web-01,22.4,30.2,33141,346044,154766,0
2025-03-15T07:10:00Z,web-02,22.7,60.9,44403,406922,258928,0
2025-03-15T07:10:00Z,web-03,63.5,69.1,27832,118821,285640,0
2025-03-15T07:10:00Z,db-01,56.0,31.4,46315,256029,50075,0
2025-03-15T07:10:00Z,worker-01,66.2,33.5,8282,234293,158465,0
2025-03-15T07:15:00Z,web-01,43.5,48.8,14122,445372,276090,0
2025-03-15T07:15:00Z,web-02,48.1,71.3,14192,461209,283826,0
2025-03-15T07:15:00Z,web-03,66.0,74.9,6635,249689,11702,16
2025-03-15T07:15:00Z,db-01,61.3,74.7,27981,244401,32037,0
2025-03-15T07:15:00Z,worker-01,58.5,58.8,47560,4095,20545,0
2025-03-15T07:20:00Z,web-01,43.5,44.8,33668,175644,225346,0
2025-03-15T07:20:00Z,web-02,12.2,69.2,30477,32839,101440,0
2025-03-15T07:20:00Z,web-03,54.2,42.5,26579,492203,198862,13
2025-03-15T07:20:00Z,db-01,24.8,41.2,42752,215096,195824,0
2025-03-15T07:20:00Z,worker-01,49.5,67.8,19636,123601,293908,0
2025-03-15T07:25:00Z,web-01,56.6,50.1,2042,249867,142313,0
2025-03-15T07:25:00Z,web-02,42.6,83.8,45349,418705,235588,0
2025-03-15T07:25:00Z,web-03,59.8,77.2,10671,438716,217891,0
2025-03-15T07:25:00Z,db-01,19.7,63.4,24285,260170,11717,0
2025-03-15T07:25:00Z,worker-01,33.9,73.1,7778,456187,157642,0
2025-03-15T07:30:00Z,web-01,32.7,66.5,33519,456654,56164,0
2025-03-15T07:30:00Z,web-02,50.7,42.1,17231,340292,80737,0
2025-03-15T07:30:00Z,web-03,21.0,84.7,42175,375876,137756,0
2025-03-15T07:30:00Z,db-01,52.1,67.4,15296,72214,17968,0
2025-03-15T07:30:00Z,worker-01,52.0,54.9,31063,23647,14897,0
2025-03-15T07:35:00Z,web-01,22.5,73.8,44026,435508,185246,0
2025-03-15T07:35:00Z,web-02,10.7,59.8,41670,93495,96235,0
2025-03-15T07:35:00Z,web-03,10.2,50.7,5750,64957,128293,0
2025-03-15T07:35:00Z,db-01,19.7,43.3,20208,207155,110339,0
2025-03-15T07:35:00Z,worker-01,26.2,37.0,15715,15971,38614,0
2025-03-15T07:40:00Z,web-01,28.1,47.8,48742,126376,160958,0
2025-03-15T07:40:00Z,web-02,22.7,69.2,19926,73287,239893,0
2025-03-15T07:40:00Z,web-03,60.4,55.1,3248,283329,38174,0
2025-03-15T07:40:00Z,db-01,33.0,65.2,10805,453817,12851,0
2025-03-15T07:40:00Z,worker-01,25.8,80.2,29970,138541,176576,0
2025-03-15T07:45:00Z,web-01,21.7,41.1,19538,415639,194585,0
2025-03-15T07:45:00Z,web-02,30.2,81.2,15429,416129,91960,0
2025-03-15T07:45:00Z,web-03,29.0,68.5,30811,407616,210322,0
2025-03-15T07:45:00Z,db-01,35.6,79.3,3521,328015,72142,0
2025-03-15T07:45:00Z,worker-01,60.7,83.7,5547,218359,5942,8
2025-03-15T07:50:00Z,web-01,12.6,61.4,11843,263081,228107,0
2025-03-15T07:50:00Z,web-02,20.8,57.5,38107,225787,91471,0
2025-03-15T07:50:00Z,web-03,65.0,51.1,9783,51054,226752,0
2025-03-15T07:50:00Z,db-01,28.2,68.8,28492,76537,241288,0
2025-03-15T07:50:00Z,worker-01,24.0,68.7,34460,142495,148309,0
2025-03-15T07:55:00Z,web-01,42.9,77.6,21820,204394,193274,0
2025-03-15T07:55:00Z,web-02,26.1,58.2,21286,442621,186550,0
2025-03-15T07:55:00Z,web-03,37.5,56.6,12498,75613,128593,0
2025-03-15T07:55:00Z,db-01,14.1,47.8,44646,23232,177278,0
2025-03-15T07:55:00Z,worker-01,36.3,74.8,48757,191218,93314,0
2025-03-15T08:00:00Z,web-01,68.8,51.3,14337,212855,92017,0
2025-03-15T08:00:00Z,web-02,51.5,55.5,27352,384086,147325,0
2025-03-15T08:00:00Z,web-03,51.3,58.0,25229,260689,199265,0
2025-03-15T08:00:00Z,db-01,16.6,35.7,41707,50359,215531,0
2025-03-15T08:00:00Z,worker-01,31.4,70.5,21995,153867,270173,0
2025-03-15T08:05:00Z,web-01,57.6,43.8,16853,336182,162135,0
2025-03-15T08:05:00Z,web-02,43.2,32.5,19239,249054,8751,0
2025-03-15T08:05:00Z,web-03,52.5,79.3,2774,308649,93087,0
2025-03-15T08:05:00Z,db-01,33.5,34.1,28426,295684,258786,0
2025-03-15T08:05:00Z,worker-01,18.6,76.8,36506,392828,54720,0
2025-03-15T08:10:00Z,web-01,42.3,41.4,32361,178267,196432,0
2025-03-15T08:10:00Z,web-02,69.6,69.4,42123,232376,195791,0
2025-03-15T08:10:00Z,web-03,36.3,66.0,35851,345138,147802,0
2025-03-15T08:10:00Z,db-01,58.7,62.4,18512,263331,223398,0
2025-03-15T08:10:00Z,worker-01,17.3,52.8,33437,224711,3099,0
2025-03-15T08:15:00Z,web-01,28.8,69.7,22300,451395,53310,18
2025-03-15T08:15:00Z,web-02,12.7,69.5,38673,318273,133807,0
2025-03-15T08:15:00Z,web-03,23.5,65.7,37350,351110,6979,0
2025-03-15T08:15:00Z,db-01,25.0,38.8,10388,99813,261556,0
2025-03-15T08:15:00Z,worker-01,33.3,31.2,17551,325993,247279,0
